State;Year;Month Code;Avg Day Land Surface Temperature (C);Avg Night Land Surface Temperature (C)
New Jersey;2003;12;6.28135;-2.22793
New Jersey;2004;1;-1.33206;-7.27084
New Jersey;2004;2;6.73243;-4.51067
New Jersey;2004;3;14.90275;-0.88535
New Jersey;2004;4;22.12597;4.22923
New Jersey;2004;5;27.08714;12.09361
New Jersey;2004;6;27.76414;14.60180
New Jersey;2004;7;28.56615;16.97558
New Jersey;2004;8;27.03751;16.30517
New Jersey;2004;9;25.41038;13.78822
New Jersey;2004;10;19.12455;7.10673
New Jersey;2004;11;12.68785;2.30220
New Jersey;2004;12;6.89498;-2.85924
New Jersey;2005;1;0.72666;-5.34019
New Jersey;2005;2;6.14577;-4.21948
New Jersey;2005;3;10.49576;-3.06842
New Jersey;2005;4;23.81050;3.73407
New Jersey;2005;5;24.39593;6.99810
New Jersey;2005;6;29.08294;15.87232
New Jersey;2005;7;29.39164;18.36442
New Jersey;2005;8;30.23851;18.56282
New Jersey;2005;9;29.03392;14.45241
New Jersey;2005;10;20.56459;7.95010
New Jersey;2005;11;13.97165;2.89648
New Jersey;2005;12;4.09263;-3.92352
New Jersey;2006;1;8.06415;-0.40436
New Jersey;2006;2;6.45134;-4.55478
New Jersey;2006;3;15.14783;-1.65833
New Jersey;2006;4;24.39024;4.73769
New Jersey;2006;5;25.74357;9.28600
New Jersey;2006;6;28.05215;14.66582
New Jersey;2006;7;30.27002;18.59860
New Jersey;2006;8;30.39298;18.05142
New Jersey;2006;9;23.46291;12.17569
New Jersey;2006;10;18.54050;6.00524
New Jersey;2006;11;14.73212;2.97828
New Jersey;2006;12;9.06483;-0.45710
New Jersey;2007;1;6.30003;-3.14947
New Jersey;2007;2;2.17385;-7.76205
New Jersey;2007;3;14.03573;-0.12173
New Jersey;2007;4;22.89419;2.73417
New Jersey;2007;5;26.92707;10.38236
New Jersey;2007;6;29.01503;14.78594
New Jersey;2007;7;29.10182;16.19535
New Jersey;2007;8;29.99614;17.88366
New Jersey;2007;9;27.24760;14.02404
New Jersey;2007;10;21.80672;10.17175
New Jersey;2007;11;10.58068;2.02032
New Jersey;2007;12;5.89114;-2.17510
New Jersey;2008;1;5.45688;-4.27600
New Jersey;2008;2;6.80586;-4.37115
New Jersey;2008;3;13.87852;-1.56742
New Jersey;2008;4;23.94321;4.61719
New Jersey;2008;5;25.19824;7.67621
New Jersey;2008;6;30.01508;16.56476
New Jersey;2008;7;30.84785;18.14321
New Jersey;2008;8;28.87899;15.43127
New Jersey;2008;9;26.50006;13.35486
New Jersey;2008;10;18.99107;6.38982
New Jersey;2008;11;8.66257;-1.08058
New Jersey;2008;12;6.92625;-2.73831
New Mexico;2003;1;17.72870;-3.86353
New Mexico;2003;2;18.14623;-4.60427
New Mexico;2003;3;27.55188;-1.28966
New Mexico;2003;4;35.27063;2.53167
New Mexico;2003;5;42.19439;7.73993
New Mexico;2003;6;45.53487;12.27164
New Mexico;2003;7;49.83914;16.57812
New Mexico;2003;8;44.45460;15.02654
New Mexico;2003;9;38.56100;11.29215
New Mexico;2003;10;32.76620;6.83317
New Mexico;2003;11;20.32912;-1.19964
New Mexico;2003;12;14.50464;-5.71706
New Mexico;2004;1;14.35746;-5.95311
New Mexico;2004;2;15.53936;-6.93216
New Mexico;2004;3;29.38062;1.28913
New Mexico;2004;4;31.44329;3.50774
New Mexico;2004;5;41.23460;8.33452
New Mexico;2004;6;46.69255;12.23532
New Mexico;2004;7;45.12377;14.40647
New Mexico;2004;8;39.60402;13.24305
New Mexico;2004;9;37.85555;10.92196
New Mexico;2004;10;25.80803;5.39740
New Mexico;2004;11;16.90592;-1.36407
New Mexico;2004;12;12.85645;-5.25503
New Mexico;2005;1;14.67290;-3.38445
New Mexico;2005;2;14.46035;-3.62206
New Mexico;2005;3;23.62272;-1.16237
New Mexico;2005;4;32.82530;2.28984
New Mexico;2005;5;39.79611;8.12910
New Mexico;2005;6;45.21087;12.96707
New Mexico;2005;7;48.03481;15.97787
New Mexico;2005;8;40.20051;14.53561
New Mexico;2005;9;37.33993;12.28741
New Mexico;2005;10;27.74009;6.03487
New Mexico;2005;11;22.33675;-0.84218
New Mexico;2005;12;15.86142;-5.66594
New Mexico;2006;1;17.26059;-5.35496
New Mexico;2006;2;22.22469;-4.15945
New Mexico;2006;3;26.36277;-1.04267
New Mexico;2006;4;37.23318;4.35187
New Mexico;2006;5;44.15553;9.71545
New Mexico;2006;6;48.22076;14.04210
New Mexico;2006;7;45.51358;15.86544
New Mexico;2006;8;35.24103;14.42012
New Mexico;2006;9;31.63090;9.55792
New Mexico;2006;10;25.43120;4.90770
New Mexico;2006;11;22.34956;-0.14764
New Mexico;2006;12;12.56040;-6.28453
New Mexico;2007;1;7.08080;-8.21347
New Mexico;2007;2;17.78119;-3.81400
New Mexico;2007;3;28.34835;-0.20738
New Mexico;2007;4;32.48191;3.12611
New Mexico;2007;5;36.23468;7.76524
New Mexico;2007;6;44.06332;12.52184
New Mexico;2007;7;43.80889;15.09759
New Mexico;2007;8;42.04447;16.12290
New Mexico;2007;9;36.66087;12.46237
New Mexico;2007;10;31.31401;5.89261
New Mexico;2007;11;24.86165;0.61628
New Mexico;2007;12;11.75841;-5.34848
New Mexico;2008;1;11.08649;-8.53993
New Mexico;2008;2;20.09840;-3.95869
New Mexico;2008;3;29.03163;-1.00398
New Mexico;2008;4;36.28749;1.99729
New Mexico;2008;5;40.54103;7.21686
New Mexico;2008;6;47.94755;13.32231
New Mexico;2008;7;42.00889;14.71318
New Mexico;2008;8;39.84736;14.45537
New Mexico;2008;9;35.14938;10.75984
New Mexico;2008;10;29.35512;5.24110
New Mexico;2008;11;22.10272;-0.89972
New Mexico;2008;12;13.45561;-4.12483
New York;2003;1;-7.31635;-19.17371
New York;2003;2;-4.44626;-14.95833
New York;2003;3;6.27049;-7.79280
New York;2003;4;18.04125;0.79948
New York;2003;5;20.85550;4.79624
New York;2003;6;24.17549;11.89051
New York;2003;7;24.70718;13.96034
New York;2003;8;24.19143;14.24530
New York;2003;9;20.81340;10.12769
New York;2003;10;15.34091;4.23935
New York;2003;11;8.24369;-0.27025
New York;2003;12;1.27112;-7.21554
New York;2004;1;-9.97700;-17.43310
New York;2004;2;-1.00985;-13.69111
New York;2004;3;9.52099;-5.48703
New York;2004;4;16.39052;0.70613
New York;2004;5;22.13661;7.67877
New York;2004;6;22.37952;10.32968
New York;2004;7;23.58278;13.40660
New York;2004;8;23.04410;12.85087
New York;2004;9;21.18368;11.39066
New York;2004;10;15.35063;4.40375
New York;2004;11;7.39014;-1.74460
New York;2004;12;0.72010;-10.05987
New York;2005;1;-6.44519;-15.30645
New York;2005;2;-0.53814;-12.79341
New York;2005;3;3.08420;-9.06175
New York;2005;4;18.56781;0.39647
New York;2005;5;21.19586;4.16159
New York;2005;6;26.13931;13.99244
New York;2005;7;26.20329;15.40707
New York;2005;8;26.09035;14.28587
New York;2005;9;22.93838;11.66220
New York;2005;10;17.87530;7.11302
New York;2005;11;10.35220;2.01077
New York;2005;12;-2.78727;-10.87550
New York;2006;1;2.58335;-6.23265
New York;2006;2;1.19988;-10.62301
New York;2006;3;9.10942;-5.87877
New York;2006;4;19.56467;0.68050
New York;2006;5;23.58555;6.66500
New York;2006;6;23.96747;12.22869
New York;2006;7;25.39445;15.45196
New York;2006;8;23.96869;13.46579
New York;2006;9;18.94635;8.96128
New York;2006;10;14.42917;3.77761
New York;2006;11;9.48344;0.40963
New York;2006;12;4.49013;-3.96724
New York;2007;1;1.15565;-9.24145
New York;2007;2;-4.26452;-15.23634
New York;2007;3;6.23268;-7.08126
New York;2007;4;19.13243;0.49035
New York;2007;5;23.30473;6.06703
New York;2007;6;25.30549;12.07488
New York;2007;7;24.32578;12.84310
New York;2007;8;26.02878;14.10599
New York;2007;9;23.11967;10.91497
New York;2007;10;18.80376;7.79292
New York;2007;11;6.47291;-2.48998
New York;2007;12;-0.63171;-10.32143
New York;2008;1;-1.25966;-9.83322
New York;2008;2;-2.38227;-12.65562
New York;2008;3;3.52922;-8.68333
New York;2008;4;19.69030;2.62967
New York;2008;5;20.77387;3.87982
New York;2008;6;24.97803;13.24942
New York;2008;7;24.73509;14.29298
New York;2008;8;22.57793;12.39096
New York;2008;9;21.51367;9.66649
New York;2008;10;14.53513;3.05966
New York;2008;11;7.52872;-0.21434
New York;2008;12;0.70753;-9.09367
North Carolina;2003;1;8.68341;-0.35645
North Carolina;2003;2;12.78825;0.42375
North Carolina;2003;3;20.33189;5.08238
North Carolina;2003;4;25.56274;9.14417
North Carolina;2003;5;25.66697;12.83090
North Carolina;2003;6;27.87836;15.94851
North Carolina;2003;7;28.13722;19.54076
North Carolina;2003;8;27.58490;19.63266
North Carolina;2003;9;25.55028;14.10214
North Carolina;2003;10;21.67900;8.14171
North Carolina;2003;11;20.19100;6.66375
North Carolina;2003;12;11.75530;-0.49311
North Carolina;2004;1;10.11926;0.43008
North Carolina;2004;2;13.03153;-0.39728
North Carolina;2004;3;20.58536;4.06302
North Carolina;2004;4;25.31842;8.06063
North Carolina;2004;5;28.85919;14.44336
North Carolina;2004;6;28.21818;16.80909
North Carolina;2004;7;29.10676;19.20886
North Carolina;2004;8;26.99380;17.56151
North Carolina;2004;9;24.79577;14.10386
North Carolina;2004;10;22.37488;9.79754
North Carolina;2004;11;17.29880;4.93197
North Carolina;2004;12;12.21237;0.32232
North Carolina;2005;1;11.58045;2.44985
North Carolina;2005;2;14.65100;1.03803
North Carolina;2005;3;17.74551;1.60989
North Carolina;2005;4;24.93278;7.10949
North Carolina;2005;5;26.16811;10.68302
North Carolina;2005;6;28.82525;17.51420
North Carolina;2005;7;29.60697;20.42067
North Carolina;2005;8;28.89789;19.70488
North Carolina;2005;9;28.69119;16.29927
North Carolina;2005;10;23.02378;9.64575
North Carolina;2005;11;18.38216;4.92972
North Carolina;2005;12;10.55587;0.06548
North Carolina;2006;1;13.40098;2.64199
North Carolina;2006;2;13.55289;0.94410
North Carolina;2006;3;20.39379;4.16411
North Carolina;2006;4;26.72009;9.13395
North Carolina;2006;5;26.91633;11.41765
North Carolina;2006;6;28.50547;16.41947
North Carolina;2006;7;29.45766;19.16247
North Carolina;2006;8;28.99207;19.36327
North Carolina;2006;9;24.80534;13.78692
North Carolina;2006;10;21.60796;7.95711
North Carolina;2006;11;17.97888;4.30871
North Carolina;2006;12;14.55642;2.39902
North Carolina;2007;1;11.89826;2.16711
North Carolina;2007;2;12.23974;-0.06088
North Carolina;2007;3;21.32547;4.73474
North Carolina;2007;4;24.58322;7.91121
North Carolina;2007;5;28.68695;12.08769
North Carolina;2007;6;30.37832;16.99727
North Carolina;2007;7;29.68551;17.66692
North Carolina;2007;8;32.17186;20.34065
North Carolina;2007;9;29.98426;15.73838
North Carolina;2007;10;25.33141;10.90894
North Carolina;2007;11;17.02031;3.95239
North Carolina;2007;12;16.42497;4.93899
North Carolina;2008;1;11.31857;0.45618
North Carolina;2008;2;15.69210;2.59742
North Carolina;2008;3;20.46926;4.24852
North Carolina;2008;4;24.13592;7.63175
North Carolina;2008;5;26.20100;11.31532
North Carolina;2008;6;32.56476;18.87233
North Carolina;2008;7;30.47077;18.64564
North Carolina;2008;8;29.04773;17.92609
North Carolina;2008;9;26.30709;15.73215
North Carolina;2008;10;21.73763;7.49110
North Carolina;2008;11;15.35548;2.30073
North Carolina;2008;12;11.32892;1.94923
North Dakota;2003;1;-8.16192;-17.49849
North Dakota;2003;2;-10.32764;-19.86297
North Dakota;2003;3;5.59628;-12.22948
North Dakota;2003;4;24.77099;-0.77233
North Dakota;2003;5;27.03923;4.07433
North Dakota;2003;6;29.46631;9.85073
North Dakota;2003;7;32.79984;13.76873
North Dakota;2003;8;35.18557;14.09794
North Dakota;2003;9;27.84481;6.43471
North Dakota;2003;10;24.83768;2.16607
North Dakota;2003;11;-3.86414;-11.49191
North Dakota;2003;12;-6.61719;-12.68876
North Dakota;2004;1;-13.39922;-20.75239
North Dakota;2004;2;-9.88412;-18.00140
North Dakota;2004;3;5.13921;-8.21245
North Dakota;2004;4;21.84364;-2.88643
North Dakota;2004;5;27.95902;0.93884
North Dakota;2004;6;28.66190;7.72310
North Dakota;2004;7;31.43480;12.44182
North Dakota;2004;8;28.58874;8.83761
North Dakota;2004;9;26.41834;8.29815
North Dakota;2004;10;21.34522;1.73338
North Dakota;2004;11;7.68617;-6.50598
North Dakota;2004;12;-0.74416;-9.74189
North Dakota;2005;1;-13.86958;-21.01749
North Dakota;2005;2;0.07447;-12.59906
North Dakota;2005;3;7.70352;-9.93864
North Dakota;2005;4;23.83133;-1.09126
North Dakota;2005;5;27.57002;1.91347
North Dakota;2005;6;27.94780;12.29528
North Dakota;2005;7;30.38473;14.22893
North Dakota;2005;8;29.95197;11.51741
North Dakota;2005;9;27.80318;8.02048
North Dakota;2005;10;17.51944;1.03046
North Dakota;2005;11;9.38589;-5.58657
North Dakota;2005;12;-6.08485;-12.82081
North Dakota;2006;1;-2.95238;-9.31774
North Dakota;2006;2;-8.26240;-16.45834
North Dakota;2006;3;4.26962;-10.36801
North Dakota;2006;4;22.53116;0.48216
North Dakota;2006;5;29.95395;4.04253
North Dakota;2006;6;32.69411;10.78168
North Dakota;2006;7;36.34257;14.43266
North Dakota;2006;8;33.89786;12.59582
North Dakota;2006;9;28.20349;6.67572
North Dakota;2006;10;16.22045;-1.68303
North Dakota;2006;11;8.01409;-7.85622
North Dakota;2006;12;-2.69506;-12.15587
North Dakota;2007;1;-7.91856;-16.55235
North Dakota;2007;2;-13.21281;-22.48127
North Dakota;2007;3;5.25689;-6.60880
North Dakota;2007;4;20.39669;-3.57540
North Dakota;2007;5;28.71356;4.50370
North Dakota;2007;6;29.15581;11.05925
North Dakota;2007;7;33.71402;15.35399
North Dakota;2007;8;31.62704;11.51110
North Dakota;2007;9;27.37245;7.57675
North Dakota;2007;10;18.32283;-0.14508
North Dakota;2007;11;7.53194;-8.23283
North Dakota;2007;12;-9.43611;-16.50643
North Dakota;2008;1;-8.62198;-19.18012
North Dakota;2008;2;-8.30565;-17.91742
North Dakota;2008;3;4.89996;-10.77073
North Dakota;2008;4;22.03455;-5.78879
North Dakota;2008;5;28.37082;1.00373
North Dakota;2008;6;30.16909;8.40128
North Dakota;2008;7;33.39124;12.64454
North Dakota;2008;8;32.57987;12.82515
North Dakota;2008;9;25.53021;6.52438
North Dakota;2008;10;16.85807;0.05505
North Dakota;2008;11;5.65896;-6.62507
North Dakota;2008;12;-15.62101;-20.11016
Ohio;2003;1;-2.23741;-8.85220
Ohio;2003;2;-1.49526;-13.45956
Ohio;2003;3;14.49373;-0.99404
Ohio;2003;4;24.35889;3.73058
Ohio;2003;5;22.22635;7.77527
Ohio;2003;6;27.72605;12.25833
Ohio;2003;7;27.28959;15.25638
Ohio;2003;8;26.73128;15.98550
Ohio;2003;9;23.44821;10.87479
Ohio;2003;10;18.85190;4.70730
Ohio;2003;11;15.52152;3.59444
Ohio;2003;12;5.03518;-3.91981
Ohio;2004;1;-4.01986;-9.15219
Ohio;2004;2;5.38902;-8.42885
Ohio;2004;3;14.12701;-1.64426
Ohio;2004;4;21.77502;3.96128
Ohio;2004;5;25.53503;10.57841
Ohio;2004;6;26.60599;12.61582
Ohio;2004;7;26.95774;14.99646
Ohio;2004;8;25.01545;13.57012
Ohio;2004;9;26.19248;11.88383
Ohio;2004;10;20.54959;5.44494
Ohio;2004;11;12.40227;0.29742
Ohio;2004;12;3.88306;-6.05505
Ohio;2005;1;-2.68369;-9.81956
Ohio;2005;2;4.95470;-8.35085
Ohio;2005;3;11.59969;-4.39413
Ohio;2005;4;24.90756;3.64598
Ohio;2005;5;24.54172;6.39546
Ohio;2005;6;30.49235;15.11975
Ohio;2005;7;29.29388;16.82074
Ohio;2005;8;29.89053;16.24264
Ohio;2005;9;26.92319;13.07726
Ohio;2005;10;21.73650;6.93028
Ohio;2005;11;13.58179;1.97298
Ohio;2005;12;-2.56197;-11.14723
Ohio;2006;1;8.67287;-1.59276
Ohio;2006;2;6.36193;-5.31091
Ohio;2006;3;13.50179;-3.46313
Ohio;2006;4;22.55036;3.53909
Ohio;2006;5;25.16107;8.29147
Ohio;2006;6;28.09625;12.48727
Ohio;2006;7;27.83701;16.70647
Ohio;2006;8;28.34257;15.97451
Ohio;2006;9;22.99314;10.66646
Ohio;2006;10;18.30658;4.98590
Ohio;2006;11;12.68352;-0.40305
Ohio;2006;12;6.91704;-1.81748
Ohio;2007;1;4.22579;-2.80568
Ohio;2007;2;-4.48145;-13.70918
Ohio;2007;3;15.52963;-1.15951
Ohio;2007;4;24.00406;4.14591
Ohio;2007;5;28.46053;9.74245
Ohio;2007;6;31.20029;13.41406
Ohio;2007;7;28.97992;14.11311
Ohio;2007;8;28.83509;17.20845
Ohio;2007;9;28.26954;12.13186
Ohio;2007;10;23.24746;9.10701
Ohio;2007;11;11.09732;-1.39774
Ohio;2007;12;4.41055;-5.44344
Ohio;2008;1;2.03431;-8.97112
Ohio;2008;2;0.79589;-8.07168
Ohio;2008;3;8.70762;-3.67350
Ohio;2008;4;23.25522;4.66022
Ohio;2008;5;23.19867;6.36257
Ohio;2008;6;28.47025;14.45086
Ohio;2008;7;28.09562;15.69763
Ohio;2008;8;27.62946;14.05321
Ohio;2008;9;27.60367;11.86158
Ohio;2008;10;20.58968;4.20299
Ohio;2008;11;14.52635;-0.10642
Ohio;2008;12;3.57371;-2.91571
Oklahoma;2003;1;13.62962;-2.43108
Oklahoma;2003;2;16.27131;-1.99909
Oklahoma;2003;3;24.27632;2.28460
Oklahoma;2003;4;29.31809;8.27491
Oklahoma;2003;5;32.50664;13.56357
Oklahoma;2003;6;31.80237;16.74379
Oklahoma;2003;7;39.64816;21.52543
Oklahoma;2003;8;39.04162;21.10090
Oklahoma;2003;9;30.96603;13.79075
Oklahoma;2003;10;28.42788;10.23960
Oklahoma;2003;11;19.35684;4.10232
Oklahoma;2003;12;13.41018;-0.73447
Oklahoma;2004;1;13.42246;-1.71432
Oklahoma;2004;2;15.04870;-2.46177
Oklahoma;2004;3;24.48925;5.14695
Oklahoma;2004;4;27.65402;8.18194
Oklahoma;2004;5;32.98170;15.10352
Oklahoma;2004;6;34.37248;17.89636
Oklahoma;2004;7;34.80007;20.36379
Oklahoma;2004;8;33.67307;18.80264
Oklahoma;2004;9;33.99136;16.04050
Oklahoma;2004;10;25.95201;10.34951
Oklahoma;2004;11;17.61039;4.41362
Oklahoma;2004;12;14.13997;-0.19929
Oklahoma;2005;1;12.62987;-0.82288
Oklahoma;2005;2;17.87043;1.74269
Oklahoma;2005;3;23.14345;2.61924
Oklahoma;2005;4;27.92208;7.78540
Oklahoma;2005;5;32.71517;13.47735
Oklahoma;2005;6;34.29637;19.60247
Oklahoma;2005;7;37.17815;20.44684
Oklahoma;2005;8;35.99651;20.75541
Oklahoma;2005;9;34.98320;17.72723
Oklahoma;2005;10;27.44945;10.59460
Oklahoma;2005;11;21.93153;4.31320
Oklahoma;2005;12;14.23445;-2.06441
Oklahoma;2006;1;18.01773;0.07058
Oklahoma;2006;2;20.49793;-1.96662
Oklahoma;2006;3;26.78978;4.21402
Oklahoma;2006;4;33.87850;10.71098
Oklahoma;2006;5;33.99969;14.19661
Oklahoma;2006;6;38.73870;18.45585
Oklahoma;2006;7;41.30594;21.92881
Oklahoma;2006;8;37.99877;22.22380
Oklahoma;2006;9;32.81062;13.44581
Oklahoma;2006;10;28.08858;9.33062
Oklahoma;2006;11;20.85799;3.69072
Oklahoma;2006;12;12.25093;-0.45981
Oklahoma;2007;1;9.97869;-2.99650
Oklahoma;2007;2;18.25853;-0.61659
Oklahoma;2007;3;24.66375;4.86217
Oklahoma;2007;4;26.15725;7.87837
Oklahoma;2007;5;28.97351;13.69082
Oklahoma;2007;6;30.96678;17.44768
Oklahoma;2007;7;32.96261;20.12613
Oklahoma;2007;8;36.30316;21.88284
Oklahoma;2007;9;32.32818;16.49532
Oklahoma;2007;10;27.13698;11.20989
Oklahoma;2007;11;21.99747;4.81104
Oklahoma;2007;12;12.70682;-1.66113
Oklahoma;2008;1;11.59401;-2.40844
Oklahoma;2008;2;17.92639;-1.39229
Oklahoma;2008;3;24.07356;3.80258
Oklahoma;2008;4;27.09881;7.36251
Oklahoma;2008;5;31.00565;12.91115
Oklahoma;2008;6;34.39850;20.23747
Oklahoma;2008;7;36.70127;20.80131
Oklahoma;2008;8;36.18857;20.37119
Oklahoma;2008;9;31.22033;14.01056
Oklahoma;2008;10;25.98416;8.34926
Oklahoma;2008;11;20.01169;3.48936
Oklahoma;2008;12;14.22009;-1.15429
Oregon;2003;1;6.90771;-2.81695
Oregon;2003;2;7.27079;-5.44384
Oregon;2003;3;12.74324;-3.11009
Oregon;2003;4;16.30908;-1.78111
Oregon;2003;5;25.88310;4.09878
Oregon;2003;6;36.65160;8.71323
Oregon;2003;7;40.76166;12.70789
Oregon;2003;8;37.39600;10.99156
Oregon;2003;9;32.80240;8.60000
Oregon;2003;10;23.65985;4.54371
Oregon;2003;11;7.12724;-4.61526
Oregon;2003;12;2.91158;-5.54584
Oregon;2004;1;0.31429;-8.38985
Oregon;2004;2;4.51421;-7.05521
Oregon;2004;3;17.15185;-0.67004
Oregon;2004;4;24.06938;1.46626
Oregon;2004;5;25.23031;3.78738
Oregon;2004;6;33.65368;7.85595
Oregon;2004;7;38.24117;11.72888
Oregon;2004;8;37.13260;11.76281
Oregon;2004;9;28.86463;6.71250
Oregon;2004;10;21.86125;3.94594
Oregon;2004;11;8.40048;-2.56179
Oregon;2004;12;5.08334;-3.81557
Oregon;2005;1;3.49161;-6.24148
Oregon;2005;2;8.66654;-4.43697
Oregon;2005;3;15.99637;-1.14807
Oregon;2005;4;17.26083;-0.60430
Oregon;2005;5;24.00210;4.62863
Oregon;2005;6;29.28678;5.57435
Oregon;2005;7;38.55719;11.88033
Oregon;2005;8;37.78076;11.40671
Oregon;2005;9;29.47791;6.14120
Oregon;2005;10;19.52760;2.64392
Oregon;2005;11;8.38085;-2.18204
Oregon;2005;12;-0.87029;-8.68810
Oregon;2006;1;2.59741;-5.21048
Oregon;2006;2;5.52755;-6.06132
Oregon;2006;3;7.40023;-6.39236
Oregon;2006;4;19.09769;0.36542
Oregon;2006;5;27.46324;4.36160
Oregon;2006;6;32.95658;8.54710
Oregon;2006;7;39.58910;12.90022
Oregon;2006;8;36.00445;10.09464
Oregon;2006;9;32.35038;7.70110
Oregon;2006;10;19.92148;1.43210
Oregon;2006;11;6.92887;-3.75550
Oregon;2006;12;1.30651;-7.04572
Oregon;2007;1;2.81808;-7.90928
Oregon;2007;2;7.17412;-5.40654
Oregon;2007;3;16.21460;-1.29466
Oregon;2007;4;20.63010;-0.35913
Oregon;2007;5;29.16906;4.06734
Oregon;2007;6;33.90424;7.06374
Oregon;2007;7;40.06341;12.90352
Oregon;2007;8;37.25175;10.28856
Oregon;2007;9;30.95667;6.76043
Oregon;2007;10;17.80982;1.71099
Oregon;2007;11;10.44619;-2.23722
Oregon;2007;12;-1.06254;-8.92493
Oregon;2008;1;-1.75727;-11.02167
Oregon;2008;2;5.59854;-6.30921
Oregon;2008;3;8.92986;-6.27044
Oregon;2008;4;18.85745;-3.08777
Oregon;2008;5;26.99391;3.57234
Oregon;2008;6;32.31118;6.48998
Oregon;2008;7;38.31020;11.11866
Oregon;2008;8;37.47989;10.75649
Oregon;2008;9;32.03781;7.25978
Oregon;2008;10;19.49778;1.57125
Oregon;2008;11;10.89822;-0.60201
Oregon;2008;12;3.42876;-5.37403
Pennsylvania;2003;1;-2.28909;-12.00860
Pennsylvania;2003;2;-1.32884;-12.47318
Pennsylvania;2003;3;12.16348;-4.27698
Pennsylvania;2003;4;22.82159;3.44303
Pennsylvania;2003;5;22.17478;6.67137
Pennsylvania;2003;6;25.39462;12.65988
Pennsylvania;2003;7;25.82531;14.30972
Pennsylvania;2003;8;25.33648;15.36067
Pennsylvania;2003;9;21.12189;10.60115
Pennsylvania;2003;10;16.53301;4.14170
Pennsylvania;2003;11;13.92230;3.88663
Pennsylvania;2003;12;4.54303;-4.50282
Pennsylvania;2004;1;-3.89066;-10.46494
Pennsylvania;2004;2;1.63213;-9.77844
Pennsylvania;2004;3;13.23431;-2.27665
Pennsylvania;2004;4;20.25040;2.63377
Pennsylvania;2004;5;24.08918;10.03225
Pennsylvania;2004;6;24.02258;11.65469
Pennsylvania;2004;7;24.71601;14.48848
Pennsylvania;2004;8;24.18839;13.71535
Pennsylvania;2004;9;22.59093;11.97193
Pennsylvania;2004;10;18.03027;5.28790
Pennsylvania;2004;11;11.06019;0.74355
Pennsylvania;2004;12;3.75842;-6.65261
Pennsylvania;2005;1;-1.52113;-8.01992
Pennsylvania;2005;2;3.42896;-7.70906
Pennsylvania;2005;3;8.10001;-6.16142
Pennsylvania;2005;4;22.74932;2.45565
Pennsylvania;2005;5;23.11848;5.31325
Pennsylvania;2005;6;27.08933;14.17960
Pennsylvania;2005;7;27.21833;15.79034
Pennsylvania;2005;8;27.68644;15.71372
Pennsylvania;2005;9;25.43331;12.34520
Pennsylvania;2005;10;19.17475;7.54261
Pennsylvania;2005;11;12.26233;2.30660
Pennsylvania;2005;12;-0.56671;-7.65364
Pennsylvania;2006;1;6.84824;-2.82568
Pennsylvania;2006;2;5.27245;-6.62228
Pennsylvania;2006;3;12.92691;-4.01109
Pennsylvania;2006;4;22.38867;2.12202
Pennsylvania;2006;5;24.48809;7.01934
Pennsylvania;2006;6;25.06402;11.64100
Pennsylvania;2006;7;26.15091;16.16497
Pennsylvania;2006;8;26.72377;15.38471
Pennsylvania;2006;9;21.11492;10.04890
Pennsylvania;2006;10;16.90344;4.64338
Pennsylvania;2006;11;12.19487;0.70391
Pennsylvania;2006;12;7.61677;-2.65818
Pennsylvania;2007;1;5.31486;-5.64201
Pennsylvania;2007;2;-2.91989;-13.97519
Pennsylvania;2007;3;12.71904;-3.44301
Pennsylvania;2007;4;24.95381;2.68638
Pennsylvania;2007;5;26.11610;8.21570
Pennsylvania;2007;6;26.32132;12.49910
Pennsylvania;2007;7;26.45212;13.52916
Pennsylvania;2007;8;27.49148;15.99603
Pennsylvania;2007;9;24.96802;11.90049
Pennsylvania;2007;10;21.29938;9.46734
Pennsylvania;2007;11;9.09814;-1.02473
Pennsylvania;2007;12;3.25125;-4.57008
Pennsylvania;2008;1;3.34569;-7.62918
Pennsylvania;2008;2;1.85478;-6.83733
Pennsylvania;2008;3;10.08210;-4.96341
Pennsylvania;2008;4;22.68775;3.70794
Pennsylvania;2008;5;22.55398;4.74809
Pennsylvania;2008;6;26.55645;14.14051
Pennsylvania;2008;7;26.58167;15.32644
Pennsylvania;2008;8;25.24600;12.99115
Pennsylvania;2008;9;23.93832;11.30020
Pennsylvania;2008;10;17.11244;4.12622
Pennsylvania;2008;11;11.04287;0.25400
Pennsylvania;2008;12;3.46557;-3.58506
Rhode Island;2003;1;-1.64404;-10.13654
Rhode Island;2003;2;0.06017;-6.76263
Rhode Island;2003;3;10.36117;-1.68690
Rhode Island;2003;4;19.60248;2.36722
Rhode Island;2003;5;22.60831;5.86685
Rhode Island;2003;6;25.29548;13.12123
Rhode Island;2003;7;26.59660;16.42163
Rhode Island;2003;8;26.16987;16.90293
Rhode Island;2003;9;22.95392;12.28270
Rhode Island;2003;10;15.46130;5.41289
Rhode Island;2003;11;11.32609;0.73714
Rhode Island;2003;12;4.65138;-3.18407
Rhode Island;2004;1;-3.71533;-10.65339
Rhode Island;2004;2;5.03122;-5.49295
Rhode Island;2004;3;12.31009;-2.39293
Rhode Island;2004;4;19.76407;2.28495
Rhode Island;2004;5;23.64343;9.04049
Rhode Island;2004;6;24.62403;12.31152
Rhode Island;2004;7;25.87773;15.95452
Rhode Island;2004;8;25.00975;14.82817
